"year","source","paper_id","discipline","title_data","type","author1_data"
"            2006","          ISOPE ","          I-06-118 ","drilling","Investigation of the Velocity Distributions Within a Ship’s Propeller Wash","          Conference Paper","Kee, Charmaine, School of Planning, Architecture & Civil Engineering, The Queen's University of Belfast"
"            2005","          SPWLA ","          2005-JJ ","reservoir","Porosity Partitioning and Permeability Quantification in Vuggy Carbonate Using Wireline Logs, Permian Basin, West Texas","          Conference Paper","Russel, Duffy, Saudi Aramco"
"            2001","          SPE ","          71622-MS ","reservoir","Assessing Uncertainty in Channelized Reservoirs Using Experimental Designs","          Conference Paper","Friedmann, F., Chevron Petroleum Technology Company"
"            2014","          IPTC ","          18052-MS ","reservoir","Hybrid Waveform Classification Applied to Delineate Compartments in a Complex Reservoir in the Malay Basin","          Conference Paper","Arshin, Boshara Merghani, PETRONAS"
"            2012","          ISRM ","          EUROCK-2012-154 ","reservoir","Application of Self-Organizing Maps (SOM) to the Soundness Evaluation of Rock Slopes Along National Roads","          Conference Paper","Ohkado, A., Department of Urban Management Engineering"
"            2015","          SPE ","          175238-MS ","stimulation","Intelligent Tool to Design Fracturing, Drilling, Spacer and Cement Slurry Fluids Using Machine Learning Algorithms","          Conference Paper","Shadravan, Arash, ReservoirFocus"
"            2012","          ARMA ","          2012-607 ","stimulation","Estimating Fractal Parameters of Rock Fracture Roughness By a Heuristic System","          Conference Paper","Babanouri, N., Department of Mining Engineering, Shahid Bahonar University of Kerman"
"            2002","          ISOPE ","          I-02-175 ","drilling","A Navigation System For an Underwater Vehicle Using the Self-Organizing Map","          Conference Paper","Ishii, Kazuo, Kyushu Institute of Technology"
"            2015","          URTEC ","          2154534-MS ","reservoir","Multi-Source Data Integration: Eagle Ford Shale Sweet Spot Mapping","          Conference Paper","Tinnin, Beau, South Texas Asset Team, Pioneer Natural Resources"
"            2013","          SPE ","          164813-MS ","production","Short-Term Production Prediction in Real Time Using Intelligent Techniques","          Conference Paper","Al-Jasmi, A. K., Kuwait Oil Company"
"            2015","          SPE ","          173394-MS ","drilling","Improving Multiphase Choke Performance Prediction and Well Production Test Validation Using Artificial Intelligence: A New Milestone","          Conference Paper","AlAjmi, Mohammed D., Saudi Aramco"
"            2014","          SPE ","          170785-MS ","stimulation","Optimizing Hydraulic Fracture Performance in the Liquids-Rich Eagle Ford Shale - How Much Proppant Is Enough?","          Conference Paper","Al-Tailji, Wadhah Hani, StrataGen"
"            2010","          SPE ","          136992-MS ","drilling","Prediction of Lost Circulation Using Virtual Intelligence in One of Iranian Oilfields","          Conference Paper","Moazzeni, A.R., Islamic Azad University - Omidieh Branch"
"            2008","          SPE ","          113776-MS ","drilling","Improved And Robust Drilling Simulators Using Past Real-Time Measurements And Artificial Intelligence","          Conference Paper","Nybo, Roar, SINTEF Petroleum Research"
"            2015","          SPE ","          173422-MS ","production","Profiling Downhole Casing Integrity Using Artificial Intelligence","          Conference Paper","AlAjmi, Mohammed D., Saudi Aramco"
"            2002","          ISOPE ","          P-02-022 ","drilling","An Adaptive Control For Multiple Unmanned Underwater Crawling Vehicles","          Conference Paper","Lee, Kwang Hwa, Naval Surface Warfare Center"
"            2016","          SPE ","          181273-MS ","drilling","Big Data Yields Completion Optimization: Using Drilling Data to Optimize Completion Efficiency in a Low Permeability Formation","          Conference Paper","Lehman, Lyle V., Frac Diagnostics, LLC"
"            2000","          SPE ","          63072-MS ","stimulation","Effective Petrophysical Fracture Characterization Using the Flow Unit Concept-San Juan Reservoir, Orocual Field, Venezuela","          Conference Paper","Rincones, J.G., PDVSA"
"            2016","          SPE ","          180716-MS ","reservoir","Integration of Artificial Intelligence and Production Data Analysis for Shale Heterogeneity Characterization in SAGD Reservoirs","          Conference Paper","Ma, Zhiwei, University of Alberta"
"            2014","          SPE ","          170144-MS ","reservoir","Practical Implementation of Knowledge-Based Approaches for SAGD Production Analysis","          Conference Paper","Ma, Zhiwei, University of Alberta"
"            2013","          SPE ","          166464-MS ","reservoir","Estimation of Fluid Composition From Downhole Optical Spectrometry","          Conference Paper","Indo, Kentaro, Schlumberger"
"            2008","          ISOPE ","          I-08-233 ","geophysics","Numerical And Physical Modelling of Wave Overtopping Over a Porous Breakwater","          Conference Paper","Reis, M.T., Hydraulics and Environment Department, National Civil Engineering Laboratory (LNEC) Lisbon, Portugal"
"            2001","          SPE ","          68743-MS ","reservoir","Reservoir Engineer and Artificial Intelligence Techniques for Data Analysis","          Conference Paper","Tapias, O., SPS Ltda"
"            1996","          NACE ","          96125 ","geophysics","Exploring The Effects of Low Amplitude Fatigue in Crack Growth Rates in High Temperature Aqueous Solution/Metal Systems","          Conference Paper","Urquidi-Macdonald, Mirna, Pennsylvania State University"
"            2009","          ISOPE ","          I-09-153 ","drilling","An Experimental Study On the Prediction of the Ship Motions Using Time-series Analysis","          Conference Paper","Zhang, Xi-long, School of Civil and Transportation Engineering, South China University of Technology Guangzhou, Guangdong, China"
"            2015","          SPE ","          175724-MS ","drilling","Pressure Drop Due to Multiphase Flow Using Four Artificial Intelligence Methods","          Conference Paper","Attia, M., KFUPM"
"            2012","          SPE ","          161097-MS ","reservoir","Predicting Pyrite and Total Organic Carbon from Well Logs for Enhancing Shale Reservoir Interpretation","          Conference Paper","Witkowsky, James M., Halliburton Energy Services Group"
"            2010","          SPE ","          127520-MS ","production","An Implementation of On-line Well Virtual Metering of Oil Production","          Conference Paper","Garcia, Alejandro, Halliburton"
"            2009","          SPE ","          120150-MS ","drilling","Improvement of Geologic Exploration Efficiency in Mature Oil and Gas Provinces","          Conference Paper","Bazarevskaya, Venera Gilmiakhmetovna, Tatneft-TatNIPIneft Institute"
"            1992","          SPE ","          24733-MS ","reservoir","A Hybrid Artificial Intelligence Approach in Well Test Interpretation","          Conference Paper","Houze, O.P., Kappa Engineering"
"            2013","          SPE ","          163812-MS ","digital|wireless|AVO|pattern|Quantization","New Generation of Petroleum Workflow Automation: Philosophy and Practice","          Conference Paper","Rodriguez, Jose Antonio, Halliburton"
"            2014","          SPE ","          167771-MS ","drilling","Getting Back to Basics: Using Routine Drilling Mud Logging Data for Reservoir Characterization","          Conference Paper","Hayton, Shaun, EXPEC Advanced Research Center Saudi Aramco"
"            2009","          SPE ","          126094-MS ","reservoir","Prediction of Rock Mechanical Parameters for Hydrocarbon Reservoirs Using Different Artificial Intelligence Techniques","          Conference Paper","Abdulraheem, A., KFUPM"
"            2007","          ISOPE ","          I-07-133 ","drilling","Optimization of the Performance of Moored Floating Breakwaters","          Conference Paper","Loukogeorgaki, Eva, Aristotle University of Thessaloniki"
"            2017","          SPE ","          183953-MS ","drilling","Determination of True Formation Resistivity from LWD Conventional Resistivity Measurements in a Horizontal Well","          Conference Paper","Fang, S., Baker Hughes"
"            1999","          SPE ","          56786-MS ","drilling","Reconstructing Petrophysical Borehole Images: Their Potential for Evaluating Permeability Distribution in Heterogeneous Formations","          Conference Paper","Anxionnaz, H.A., Schlumberger"
"            2017","          SPE ","          188102-MS ","reservoir","A Hybrid Artificial Intelligence Method to Predict Gas Solubility and Bubble Point Pressure","          Conference Paper","Moussa, Tamer, King Fahd University of Petroleum and Minerals"
"            2011","          OTC ","          22738-MS ","drilling","Integrated Petrophysics and Geosteering Reservoir Characterization in the Initial Development Phase of a Carbonate Reservoir - Campos Basin, Offshore Brazil","          Conference Paper","Ribeiro, Mauro Torres,"
